step,energy,error,conflict
62,2190.4257662494338,0.03779372755908897,1.0
63,2221.113061438324,0.037682968761357655,1.0
64,2247.8065265518444,0.03739285462310365,1.0
65,2273.3658310912833,0.03735326717955233,1.0
66,2298.8548461854775,0.03736400900928686,1.0
67,2323.226412373963,0.03756110346821392,1.0
68,2350.6370113702337,0.037486372896670755,1.0
69,2381.0503599542035,0.03725453893059083,1.0
70,2406.4800508350268,0.036834501244138215,1.0
71,2434.700924994695,0.0368543461736261,1.0
72,2457.786604749134,0.03709593444818595,1.0
73,2483.9008769527723,0.03711164076019275,1.0
74,2509.9308376710137,0.03720938145777228,1.0
75,2536.9837086440884,0.037105965674032626,1.0
76,2556.948711025621,0.03709507705832006,1.0
77,2585.9233535084054,0.03692498044269463,1.0
78,2616.7274981399996,0.03705411906615642,1.0
79,2642.453496307285,0.03724236127707573,1.0
80,2666.1711181059222,0.037317101321479834,1.0
81,2694.815779467467,0.03743867031005307,1.0
82,2719.424304356413,0.03751801819969487,1.0
83,2748.953503474656,0.0376580754153293,1.0
84,2773.5259889174763,0.03757094802954452,1.0
85,2803.985697055239,0.037624714079483174,1.0
86,2830.45765067612,0.03752952983781075,1.0
87,2852.83725933654,0.0375262593057025,1.0
88,2882.145941524572,0.03756446778917431,1.0
89,2910.40714287942,0.037591019888616385,1.0
90,2934.668593122444,0.03750210391692056,1.0
91,2959.843936040894,0.03748795513933131,1.0
92,2989.995459087469,0.037413610045308604,1.0
93,3017.0045066298007,0.03753101409899614,1.0
94,3040.984996880042,0.03759678697898061,1.0
95,3065.975183479535,0.03753382462568311,1.0
96,3091.877472024551,0.03754546219451648,1.0
97,3117.742596518191,0.03752697939941293,1.0
98,3140.6035125851377,0.03741314398991177,1.0
99,3169.555899123773,0.038879200845221604,1.0
100,3197.1923334199437,0.03926180931535561,1.0
101,3228.7669887523457,0.03905633488887576,1.0
102,3256.2796203423754,0.03896562521689073,1.0
103,3282.84941455545,0.03871836936066699,1.0
104,3311.246733946573,0.03888272929186719,1.0
105,3338.6907696525636,0.03864571914807038,1.0
106,3365.9821489764013,0.03838887073441493,1.0
107,3401.287780430274,0.03806997121555751,1.0
108,3432.453100467486,0.03798575301016906,1.0
109,3455.669745297662,0.03771190785410488,1.0
110,3481.9108155947733,0.03722148416734677,1.0
111,3508.0079033596685,0.03717489458371697,1.0
112,3535.14586932001,0.03699152797491736,1.0
113,3554.1599153514735,0.037021379446993026,1.0
114,3575.0223215866235,0.037012360875478045,1.0
115,3599.9413736445986,0.03671878862841104,1.0
116,3624.7717882292745,0.036577346233423375,1.0
117,3648.5358412833834,0.036641512814937174,1.0
118,3673.222285249196,0.0365613682595528,1.0
119,3699.957410531969,0.03626097386152756,1.0
120,3718.6116862508825,0.036276498106062205,1.0
121,3738.1075428783433,0.036470011557141045,1.0
122,3760.5956847863895,0.03652469763254587,1.0
123,3780.148617777732,0.03642172484227018,1.0
124,3802.5954067241873,0.036384846060675276,1.0
125,3823.9719788021903,0.03641133871367891,1.0
126,3848.340622586322,0.03616418326773402,1.0
127,3875.608714250577,0.036082546327142924,1.0
128,3900.8134830567114,0.036028267331200924,1.0
129,3928.9034853807902,0.03600162310638348,1.0
130,3948.9316196314207,0.03586473250857554,1.0
131,3970.006360742616,0.035971400116534255,1.0
132,3997.050958437586,0.03592143746952607,1.0
133,4016.989545975792,0.035933383393129265,1.0
134,4041.980645583698,0.03594458237855316,1.0
135,4063.8922155995224,0.035800392152610556,1.0
136,4088.7383644698753,0.03576297063954276,1.0
137,4107.537703134166,0.035677844904360496,1.0
138,4131.272653601848,0.035641580021985926,1.0
139,4152.925731472947,0.035663591425358104,1.0
140,4176.48009301836,0.035631626977029617,1.0
141,4199.0551092671785,0.03562553453311279,1.0
142,4220.588056061964,0.03558734918410387,1.0
143,4244.009388901654,0.035537886718959216,1.0
144,4268.357469924033,0.03553951986025054,1.0
145,4289.74609279566,0.03557247530629137,1.0
146,4316.060229840388,0.03550060843807722,1.0
147,4339.344538912145,0.0355097716231964,1.0
148,4359.487661862031,0.03567996863342267,1.0
149,4385.484104741626,0.03593630886844258,1.0
150,4408.639757517742,0.03577570545645637,1.0
151,4437.784436765234,0.03580962697740277,1.0
152,4462.767625356711,0.035859396989832,1.0
153,4486.7219033132205,0.03584428791879595,1.0
154,4505.676803590961,0.03566367595020004,1.0
155,4527.514342545416,0.03571218576158447,1.0
156,4548.331317275586,0.03577668985523241,1.0
157,4568.152784494183,0.03588398929830545,1.0
158,4585.780796570231,0.03615588115288359,1.0
159,4613.445531942537,0.03607422738754387,1.0
160,4636.11629072074,0.03580012817980879,1.0
161,4662.649273117949,0.03581936583461843,1.0
162,4684.154948853778,0.03596507296421353,1.0
163,4710.696327548892,0.03583517012106893,1.0
164,4734.125193150754,0.035949663638704214,1.0
165,4761.528882331301,0.03585673013365003,1.0
166,4783.794079125873,0.03590827448922122,1.0
167,4808.025198948589,0.03580302972619158,1.0
168,4829.199233517034,0.03589730617952755,1.0
169,4851.343460595085,0.03606521925143855,1.0
170,4877.477853273419,0.03629428557617956,1.0
171,4900.480083841388,0.03637995062889471,1.0
172,4921.31018176957,0.03654809593327512,1.0
173,4946.202924636489,0.03665763631642142,1.0
174,4972.2130629655485,0.0363757208687165,1.0
175,4992.175585560161,0.036242341387912186,1.0
176,5015.069267536143,0.036079944132768556,1.0
177,5036.916859353363,0.036036939018702474,1.0
178,5061.726287149632,0.03574037895470344,1.0
179,5083.4443800722565,0.03547901727160154,1.0
180,5102.0734606589285,0.03538629668292959,1.0
181,5124.641111121394,0.03527957793456512,1.0
182,5147.187292956809,0.03515175032382177,1.0
183,5167.702412490005,0.034937224016362164,1.0
184,5190.080304829922,0.03508947116486296,1.0
185,5209.470334993745,0.03500277904624816,1.0
186,5231.913310679925,0.03484415480570227,1.0
187,5255.229561655452,0.03476217180296303,1.0
188,5277.416687243573,0.03480421498519447,1.0
189,5299.604064491171,0.03476072178832802,1.0
190,5314.740005606212,0.03482830581773589,1.0
191,5330.92214569954,0.03464204913564466,1.0
192,5350.101442618148,0.034422952605392194,1.0
193,5368.124029690563,0.034241052714404745,1.0
194,5385.126301042551,0.03405148186436499,1.0
195,5400.093039474672,0.033959743420183264,1.0
196,5416.034709821694,0.03375188611243863,1.0
197,5427.944335144529,0.033542601915065924,1.0
198,5448.75847504033,0.03352326850121687,1.0
199,5465.853511915082,0.033173219379800944,1.0
200,5482.549645634844,0.032999792408396164,1.0
201,5502.173328897829,0.032856136232361714,1.0
202,5519.748436858725,0.032694585833614905,1.0
203,5537.241024059825,0.03281882462530294,1.0
204,5553.720719226253,0.03263565071084952,1.0
205,5570.147718558055,0.03265929637217035,1.0
206,5591.582431643868,0.032373159897206814,1.0
207,5604.85724516213,0.032441151516252875,1.0
208,5621.144792187208,0.03221476832351938,1.0
209,5635.310142856073,0.032341672303156106,1.0
210,5655.426457678767,0.03262395927602401,1.0
211,5670.60632817898,0.03250334155393852,1.0
212,5687.729208170292,0.03258562895593306,1.0
213,5704.720069578559,0.0326926258550528,1.0
214,5719.5294151681865,0.03282859789986145,1.0
215,5734.376133777324,0.03301211749270022,1.0
216,5752.284733748165,0.032906690148545435,1.0
217,5770.126994509464,0.032810342909794434,1.0
218,5787.882948871237,0.03274071336730965,1.0
219,5804.612398979092,0.032829139995662934,1.0
220,5822.295843963556,0.03285810987365854,1.0
221,5837.960880648308,0.03261810260196611,1.0
222,5853.547525993147,0.032527111639506306,1.0
223,5869.181537843209,0.03248012125539633,1.0
224,5888.758874854949,0.03234430910255275,1.0
225,5905.241200438723,0.03226619488330431,1.0
226,5921.69201928161,0.03224426149596105,1.0
227,5939.084521485017,0.032147004911326126,1.0
228,5953.421046325612,0.03204393443122623,1.0
229,5971.724397871426,0.031788184363060516,1.0
230,5987.958149600435,0.031556533863355454,1.0
231,6006.23464159902,0.03134166200896642,1.0
232,6024.393097354214,0.03130953732830021,1.0
233,6044.365655884313,0.03144409278022102,1.0
234,6060.457166087533,0.0314560261177731,1.0
235,6073.507457959948,0.031400822056092,1.0
236,6090.432073382644,0.031473350411982064,1.0
237,6106.38818306662,0.03139942647357456,1.0
238,6120.2339516978,0.03142487405848053,1.0
239,6138.023030709825,0.031408905381670016,1.0
240,6151.775909763893,0.03127724495366477,1.0
241,6171.519380860853,0.03121428687560614,1.0
242,6190.130026450399,0.03133958112988371,1.0
243,6209.712654347099,0.03130807895894636,1.0
244,6227.300605696548,0.031128861953940344,1.0
245,6243.794896509215,0.031224139774287108,1.0
246,6264.230605538935,0.03129659608653634,1.0
247,6283.597169547905,0.03145544979141175,1.0
248,6299.935819837766,0.03139784398430077,1.0
249,6320.126096762543,0.031154129416893075,1.0
250,6335.359073490245,0.031150483306002893,1.0
251,6355.508196971471,0.03129983664954162,1.0
252,6372.618976176226,0.031213494924354008,1.0
253,6386.6452806660855,0.03124543271719483,1.0
254,6403.675173517949,0.03128015706916919,1.0
255,6420.643973390485,0.031211465067680605,1.0
256,6435.501497071271,0.031330839454246744,1.0
257,6452.322940303034,0.031539395669522824,1.0
258,6469.126219363912,0.031408940631920845,1.0
259,6483.911755901401,0.03139514139370311,1.0
260,6499.670518580792,0.0314547895706886,1.0
261,6515.279037628491,0.03154709577275913,1.0
262,6528.9352308679445,0.03149954218860268,1.0
263,6544.5672434839735,0.03157905929007282,1.0
264,6562.129834940024,0.03158139669375484,1.0
265,6578.603919789234,0.03171732334508932,1.0
266,6598.074402399361,0.03159404519778937,1.0
267,6610.534035859032,0.03143376852233565,1.0
268,6623.975765229238,0.031203973076648385,1.0
269,6637.355264462575,0.031046709966999396,1.0
270,6655.657147773342,0.031031760506007214,1.0
271,6667.894559453148,0.03089085031348423,1.0
272,6683.051099014621,0.03057711068087814,1.0
273,6697.071655967225,0.03066537040509755,1.0
274,6714.129899670085,0.03092030345157092,1.0
275,6723.173258501842,0.03111912158799213,1.0
276,6738.119835188685,0.03138179025649831,1.0
277,6753.112780406684,0.03146942089036365,1.0
278,6768.104536744702,0.031492023239059905,1.0
279,6785.021402540209,0.03148991066176168,1.0
280,6798.888616715923,0.03141799945937933,1.0
281,6811.658336665101,0.03142593782012486,1.0
282,6819.409020681186,0.031437510022661146,1.0
283,6834.184389784268,0.031346552966519704,1.0
284,6850.914159999953,0.031081841313968107,1.0
285,6860.587461089424,0.030961356278330257,1.0
286,6875.21111978027,0.031052800879234545,1.0
287,6888.721903618294,0.031124857583047755,1.0
288,6904.18628721998,0.031041339372667162,1.0
289,6920.6869092050665,0.030894041051882922,1.0
290,6932.131730885445,0.030763647097512357,1.0
291,6948.565945407305,0.030754508020295442,1.0
292,6960.905455323672,0.030935523479580708,1.0
293,6975.094327464278,0.031112343495596547,1.0
294,6985.268082838123,0.031286869470204204,1.0
295,6993.450584258548,0.031382323522552706,1.0
296,7003.504302013099,0.03169110362629523,1.0
297,7017.493222994847,0.03207291240698516,1.0
298,7029.5304168135945,0.03217767062449399,1.0
299,7037.704559681749,0.032659257079342335,1.0
